,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,class
0,7.43126213766026,-3.71109992576253,-0.36016792022825705,3.8691336671197796,-8.228539237545661,10.6361916959449,-13.482686333574,4.4171150190870705,0.6228081266074069,-1.4343038757333502,5.3172092186184905,-8.69770923791321,2
1,5.81889057269655,-2.47924600343052,2.08760507661422,3.9115869325741297,-6.98819198069203,10.437127725292902,-13.755027946470802,5.922611371004041,0.7142053228026891,-1.5180994309067402,4.627938290504329,-8.77574789033233,2
2,8.36202809800629,-11.638567910532501,8.298673927725519,3.06983569918136,-10.6534925330139,11.5384374833582,-12.212941214430002,4.05747156693755,2.9671342142203794,-4.07045711885735,-0.38238897019126794,-4.890731609608,5
3,13.1617147856023,-4.1301869323127995,4.85401433026743,9.06332954527302,-15.1488770174671,8.619403262650652,-7.81727097834927,3.14374669712349,3.5260856527943902,-5.321992090708809,-0.702298958481292,-6.010888531410401,5
4,8.68947495540218,-6.863668403069741,-0.7833963353724721,8.68574734503409,-8.130607117542949,8.851329289747401,-9.931360939044609,3.00916147064975,0.306991447020716,-4.79581371089583,5.040169704152901,-1.85231833737544,5
5,0.299616392371127,0.324844098844411,3.2999188274533098,2.04403977163098,3.6348277291237996,6.693839824961651,-5.6762242549623,12.0005178873115,-11.912901424851599,4.66440567684968,1.1977893933426298,-2.2302750792535,5
6,3.15206860302145,-3.4489707617765295,7.4619970405616,11.2097700692486,-7.58099650662925,8.74981123261318,-11.0019228222669,6.495053356829501,-3.0352024014055003,-5.305541664585999,5.35193785992629,-2.7827079819269502,5
7,0.82030154836067,-3.26280175884413,4.15658368201637,9.442707225576699,-4.754528865789481,10.007734103393402,-9.91858446236522,4.60087805413682,0.203810747754599,-1.2123072273019,1.28813885510244,-5.08674567977333,5
8,-1.79862495587084,-0.749230047500543,-0.9768224939294019,11.370080537878302,-1.1092603374465801,7.73894616840226,-9.91590059266708,4.7048433977188395,-2.7925819397621696,-4.472800085668,4.009651182801891,-3.57740587856099,4
9,8.27883921430414,-3.5443238152345096,0.043513368593875,9.99612143062649,-6.32804534650524,10.0438652696008,-9.99287777660177,8.43068352702309,0.8937737788515819,-9.86116216271611,3.178046362767,-4.690954490451269,0
10,3.9537251719875197,-1.3610761484808898,1.20674335894918,13.9441066678804,-0.068082371169544,9.046642966739391,-9.75424653726215,9.07310878570609,0.33087966924990697,-9.08499944767133,5.513776548349759,-4.7163314403018495,4
11,2.91493663292701,-4.1912638425338296,3.4978285452683697,10.3748311655536,-6.313394166243651,10.0328901694318,-10.618604047189699,4.82322255333929,1.17493014276174,-3.97905856208238,1.87673817996829,-4.4666746533979005,4
